symbol,name,source,adjust,download_method,fallback_used,cache_file,start_date,end_date,row_count,abnormal_return_count,max_abs_return,max_return_date,possible_adjustment_issue,audit_status,audit_reason
512100,中证1000ETF南方,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512100.csv,2019-01-02,2026-05-12,1780,1,1.7627291242362526,2022-09-05,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588080,科创50ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588080.csv,2020-11-16,2026-05-12,1328,1,0.20021881838074385,2024-10-08,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159363,创业板人工智能ETF华宝,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159363.csv,2024-12-16,2026-05-12,337,1,0.5012594458438288,2025-07-21,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159995,芯片ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159995.csv,2020-02-10,2026-05-12,1516,0,0.10009354536950421,2024-10-09,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512400,有色金属ETF南方,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512400.csv,2019-01-02,2026-05-12,1781,0,0.10004275331338175,2026-02-02,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
562500,机器人ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\562500.csv,2021-12-29,2026-05-12,1054,0,0.10028248587570632,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
563800,A500ETF广发,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\563800.csv,2024-11-18,2026-05-12,357,0,0.088016967126193,2025-04-07,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512000,券商ETF华宝,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512000.csv,2019-01-02,2026-05-12,1781,1,0.4973637961335676,2025-08-04,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159980,有色ETF大成,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159980.csv,2019-12-24,2026-05-12,1543,0,0.07272727272727264,2026-02-02,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159755,电池ETF广发,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159755.csv,2021-06-24,2026-05-12,1181,0,0.10035419126328216,2025-09-05,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159558,半导体设备ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159558.csv,2024-06-18,2026-05-12,459,0,0.10020876826722347,2024-09-30,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159819,人工智能ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159819.csv,2020-09-23,2026-05-12,1360,0,0.10068027210884356,2024-09-30,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159870,化工ETF鹏华,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159870.csv,2021-03-03,2026-05-12,1257,0,0.09999999999999987,2025-04-07,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512690,酒ETF鹏华,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512690.csv,2019-05-06,2026-05-12,1701,2,0.4799546142208775,2021-05-17,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
515220,煤炭ETF国泰,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\515220.csv,2020-03-02,2026-05-12,1501,1,0.5034456355283308,2024-04-12,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159611,电力ETF广发,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159611.csv,2022-01-07,2026-05-12,1048,0,0.07086614173228356,2022-03-15,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159530,机器人ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159530.csv,2024-01-18,2026-05-12,555,0,0.10048309178743975,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159852,软件ETF嘉实,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159852.csv,2021-02-09,2026-05-12,1268,0,0.10074074074074058,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
515050,UC通信ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\515050.csv,2019-10-16,2026-05-12,1592,0,0.1001788908765654,2020-02-03,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159901,深证100ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159901.csv,2019-01-02,2026-05-12,1780,1,0.5103224935906086,2021-04-12,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
563220,A500ETF富国,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\563220.csv,2024-10-15,2026-05-12,381,0,0.08562691131498468,2025-04-07,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
515790,光伏ETF华泰柏瑞,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\515790.csv,2020-12-18,2026-05-12,1304,0,0.10067114093959728,2024-09-30,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588220,科创100ETF鹏华,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588220.csv,2023-09-15,2026-05-12,637,1,0.20044543429844097,2024-10-08,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512800,银行ETF华宝,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512800.csv,2019-01-02,2026-05-12,1781,1,0.49690489589195275,2025-07-07,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
515180,红利ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\515180.csv,2019-12-20,2026-05-12,1545,0,0.08651911468812878,2020-02-03,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512500,中证500ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512500.csv,2019-01-02,2026-05-12,1781,0,0.10007385524372248,2020-02-03,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159992,创新药ETF银华,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159992.csv,2020-04-10,2026-05-12,1473,0,0.10000000000000009,2024-02-06,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159922,中证500ETF嘉实,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159922.csv,2019-01-02,2026-05-12,1781,1,0.6145478162039292,2024-12-02,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159566,储能电池ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159566.csv,2024-02-08,2026-05-12,540,0,0.0999242997728993,2025-04-07,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159351,A500ETF嘉实,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159351.csv,2024-10-15,2026-05-12,381,0,0.09730848861283636,2025-04-07,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512760,芯片ETF国泰,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512760.csv,2019-06-12,2026-05-12,1675,2,0.5310435931307794,2020-09-10,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512890,红利低波ETF华泰柏瑞,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512890.csv,2019-01-18,2026-05-12,1768,1,0.5112873703477729,2021-10-25,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159967,创业板成长ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159967.csv,2019-07-15,2026-05-12,1653,2,0.7303317535545024,2020-11-06,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512660,军工ETF国泰,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512660.csv,2019-01-02,2026-05-12,1781,0,0.10011001100110017,2024-09-30,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512170,医疗ETF华宝,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512170.csv,2019-06-17,2026-05-12,1672,1,0.6809672386895476,2021-02-25,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512010,医药ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512010.csv,2019-01-02,2026-05-12,1780,1,0.7392389270118528,2021-06-28,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588050,科创50ETF工银,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588050.csv,2020-11-16,2026-05-12,1328,2,0.20025839793281652,2024-09-30,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
560010,中证1000ETF广发,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\560010.csv,2022-08-04,2026-05-12,909,1,1.7922210849539408,2022-09-14,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159770,机器人ETF天弘,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159770.csv,2021-11-08,2026-05-12,1091,0,0.1004497751124438,2024-09-30,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159952,创业板ETF广发,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159952.csv,2019-01-02,2026-05-12,1779,1,0.2002967359050445,2024-10-08,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159583,通信ETF富国,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159583.csv,2024-07-08,2026-05-12,444,1,0.4858356940509915,2025-11-06,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
563230,卫星ETF富国,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\563230.csv,2025-09-17,2026-05-12,152,0,0.09988038277511957,2026-01-23,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
510100,上证50ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\510100.csv,2019-10-09,2026-05-12,1596,1,1.0,2025-03-10,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512070,证券保险ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512070.csv,2019-01-02,2026-05-12,1780,1,0.6622088006902502,2021-09-13,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
516150,稀土ETF嘉实,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\516150.csv,2021-03-17,2026-05-12,1247,0,0.10022271714922049,2024-09-30,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159633,中证1000ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159633.csv,2022-08-04,2026-05-12,910,2,1.1370328425821064,2022-10-31,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588060,科创50ETF广发,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588060.csv,2021-07-29,2026-05-12,1156,0,0.19999999999999996,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
563300,中证2000ETF华泰柏瑞,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\563300.csv,2023-09-14,2026-05-12,638,0,0.10028929604628722,2024-10-09,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
560860,工业有色ETF万家,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\560860.csv,2023-03-13,2026-05-12,765,0,0.10023866348448685,2025-04-07,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159813,半导体ETF鹏华,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159813.csv,2020-05-25,2026-05-12,1445,1,0.3587443946188341,2021-09-13,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159227,航空航天ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159227.csv,2025-05-16,2026-05-12,239,0,0.08263971462544595,2026-01-13,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
515120,创新药ETF广发,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\515120.csv,2021-01-04,2026-05-12,1294,0,0.10088495575221246,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159218,卫星ETF招商,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159218.csv,2025-05-22,2026-05-12,235,0,0.1000926784059315,2026-01-12,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159869,游戏ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159869.csv,2021-03-05,2026-05-12,1255,0,0.10040983606557385,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159781,科创创业ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159781.csv,2021-07-05,2026-05-12,1174,0,0.19929453262786612,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159259,成长ETF易方达,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159259.csv,2025-08-28,2026-05-12,166,0,0.0586080586080584,2026-04-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
515080,中证红利ETF招商,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\515080.csv,2019-12-27,2026-05-12,1540,0,0.09615384615384626,2020-02-03,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
510880,红利ETF华泰柏瑞,akshare.fund_etf_hist_sina,unknown,akshare_sina,False,data\cache\510880.csv,2019-01-02,2026-05-13,1782,0,0.09336332958380189,2020-02-03,False,warning_unknown_adjustment,source does not expose an explicit qfq/hfq/none adjustment label
562800,稀有金属ETF嘉实,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\562800.csv,2021-09-27,2026-05-12,1116,0,0.10085836909871237,2024-09-30,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588790,科创AIETF博时,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588790.csv,2025-01-09,2026-05-12,320,1,0.5073020753266717,2025-03-19,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159381,创业板人工智能ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159381.csv,2025-03-24,2026-05-12,274,0,0.1668508287292818,2025-04-07,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
515980,人工智能ETF华富,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\515980.csv,2020-02-10,2026-05-12,1516,1,0.49668141592920356,2025-09-30,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
515030,新能源车ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\515030.csv,2020-03-04,2026-05-12,1499,0,0.10025062656641603,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
512710,军工龙头ETF富国,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\512710.csv,2019-08-26,2026-05-12,1622,1,0.49628629304523975,2021-03-22,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159353,中证A500ETF景顺,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159353.csv,2024-10-15,2026-05-12,381,0,0.07596253902185224,2025-04-07,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159783,科创创业50ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159783.csv,2021-07-05,2026-05-12,1174,1,0.20000000000000018,2024-10-08,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159667,工业母机ETF国泰,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159667.csv,2022-10-26,2026-05-12,857,0,0.10011918951132315,2024-09-30,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
510210,上证指数ETF富国,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\510210.csv,2019-01-02,2026-05-12,1780,1,0.7995616656704523,2021-01-25,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588090,科创50ETF华泰柏瑞,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588090.csv,2020-11-16,2026-05-12,1328,0,0.1997840172786176,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588290,科创芯片ETF华安,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588290.csv,2022-10-26,2026-05-12,857,2,0.20020964360587,2024-09-30,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
516160,新能源ETF南方,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\516160.csv,2021-02-04,2026-05-12,1271,1,2.2132796780684103,2024-09-18,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159842,券商ETF银华,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159842.csv,2021-03-19,2026-05-12,1245,0,0.10009182736455458,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159796,电池ETF汇添富,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159796.csv,2022-03-14,2026-05-12,1007,0,0.10050251256281406,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588750,科创芯片ETF汇添富,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588750.csv,2024-12-26,2026-05-12,329,0,0.11893203883495151,2025-08-22,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
561380,电网设备ETF国泰,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\561380.csv,2024-12-23,2026-05-12,332,0,0.09738219895287958,2025-04-07,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159682,创业板50ETF景顺,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159682.csv,2023-01-03,2026-05-12,809,0,0.19999999999999996,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159368,创业板新能源ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159368.csv,2025-03-24,2026-05-12,274,0,0.1557203389830507,2025-04-07,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588760,科创人工智能ETF广发,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588760.csv,2025-01-23,2026-05-12,310,1,0.4700854700854701,2025-02-21,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
562590,半导体设备ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\562590.csv,2023-10-18,2026-05-12,620,0,0.10010649627263035,2024-10-08,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159593,中证A50ETF平安,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159593.csv,2024-03-12,2026-05-12,523,0,0.09190887666928516,2024-10-09,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588780,科创芯片设计ETF国联安,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588780.csv,2024-12-26,2026-05-12,329,1,0.4886492622020431,2026-02-03,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
516650,有色金属ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\516650.csv,2021-06-21,2026-05-12,1184,0,0.09978213507625278,2026-02-02,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
159387,创业板新能源ETF国泰,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\159387.csv,2025-06-10,2026-05-12,223,1,0.5128205128205128,2026-03-30,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588710,科创半导体设备ETF华泰柏瑞,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588710.csv,2025-06-04,2026-05-12,227,0,0.09097370291400142,2025-09-24,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
515070,人工智能ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\515070.csv,2019-12-24,2026-05-12,1543,0,0.10036166365280297,2020-02-03,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
588800,科创100ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\588800.csv,2023-11-16,2026-05-12,599,1,0.20055710306406693,2024-09-30,True,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
562550,绿电ETF华夏,akshare.fund_etf_hist_sina,unknown,legacy_cache,False,data\cache\562550.csv,2023-03-27,2026-05-12,755,0,0.06368330464715999,2024-10-09,False,warning_unknown_adjustment,legacy cache without metadata; adjustment cannot be confirmed
